CE,CP,EPS1,FS1,FS2,PS1,PS2,PS3,PS4,PS5,PS6,SE,TS1,TS2,TS3,TS4,VS1,cooler_eff,valve_perc,pump_leak,accu_prs,stable
17.926000000000002,1.3035,2373.6,7.7595,9.617,153.67,127.53999999999999,2.047,0.0,8.826,8.755,69.44550000000001,48.789,53.2655,50.074,45.059,0.619,3,100,0,130,1
17.9265,1.3065,2372.8,7.758,9.606,153.59,127.53999999999999,2.031,0.0,8.815,8.743,69.609,48.9745,53.449,50.275000000000006,45.213,0.633,3,100,0,130,1
18.342,1.3479999999999999,2368.0,7.75,9.596,153.42,127.305,1.945,0.0,8.8,8.731,69.695,49.129,53.676,50.543,45.301,0.631,3,100,0,130,1
18.2905,1.3505,2367.6,7.739,9.573,153.37,127.28,1.953,0.0,8.797,8.727,69.62100000000001,49.361,53.863,50.746,45.508,0.6305000000000001,3,100,0,130,1
18.704500000000003,1.3875,2367.8,7.743,9.554,153.35,127.28999999999999,1.977,0.0,8.792,8.722,69.5075,49.59,54.08,50.932,45.531,0.621,3,100,0,130,1
18.247999999999998,1.3615,2363.6,7.741,9.538,153.18,127.235,1.977,0.0,8.781,8.714,69.60900000000001,49.7365,54.207,51.027,45.773,0.628,3,100,0,130,1
18.4405,1.374,2361.6,7.755,9.531,153.1,127.185,1.992,0.0,8.778,8.712,69.82849999999999,49.876999999999995,54.375,51.148,45.793,0.631,3,100,0,130,1
18.554000000000002,1.3885,2361.4,7.749499999999999,9.5215,153.1,126.92,1.992,0.0,8.771,8.704,69.6285,50.004000000000005,54.525000000000006,51.358999999999995,45.957,0.627,3,100,0,130,1
18.4225,1.3845,2359.8,7.753,9.504,153.02,126.88,1.992,0.0,8.763,8.698,69.577,50.131,54.623000000000005,51.512,46.086,0.618,3,100,0,130,1
18.735999999999997,1.402,2359.8,7.751,9.494,153.13,127.035,1.992,0.0,8.759,8.693,69.768,50.215,54.717,51.566,46.099999999999994,0.63,3,100,0,130,1
18.742,1.4129999999999998,2359.0,7.752,9.486,152.99,126.9,1.992,0.0,8.752,8.688,69.76400000000001,50.369,54.871,51.760000000000005,46.215,0.6285000000000001,3,100,0,130,1
18.674500000000002,1.409,2357.0,7.741,9.474,152.94,126.75999999999999,1.992,0.0,8.742,8.679,69.68299999999999,50.441,54.9865,51.852,46.370999999999995,0.637,3,100,0,130,1
18.88,1.4245,2355.8,7.7445,9.466,152.91,126.745,1.977,0.0,8.745,8.682,69.6485,50.5685,55.125,51.945,46.375,0.624,3,100,0,130,1
18.7935,1.421,2357.2,7.751,9.462,152.91,126.77,1.977,0.0,8.743,8.679,69.497,50.629000000000005,55.234,52.031,46.473,0.621,3,100,0,130,1
18.786,1.423,2358.0,7.741,9.451,152.89,126.75999999999999,1.969,0.0,8.737,8.676,69.608,50.745999999999995,55.3125,52.121,46.594,0.625,3,100,0,130,1
18.904,1.4355,2359.6,7.748,9.443,152.98,126.86,1.977,0.0,8.731,8.67,69.648,50.814499999999995,55.3905,52.281,46.633,0.6385000000000001,3,100,0,130,1
19.235,1.4655,2355.8,7.749,9.439,152.875,126.695,1.992,0.0,8.736,8.675,69.7005,50.875,55.4785,52.297,46.594,0.6265000000000001,3,100,0,130,1
19.6995,1.5045,2360.4,7.7524999999999995,9.441,152.94,126.75999999999999,1.992,0.0,8.737,8.675,69.70949999999999,50.9765,55.549,52.449,46.471000000000004,0.621,3,100,0,130,1
19.0105,1.4585,2356.0,7.749499999999999,9.432,152.76,126.66,1.992,0.0,8.7275,8.667,69.6365,51.035,55.620999999999995,52.461,46.789,0.6295,3,100,0,130,1
18.977,1.4555,2357.4,7.748,9.424,152.79,126.92,1.977,0.0,8.724,8.663,69.3275,51.135,55.723,52.539,46.82,0.623,3,100,0,130,1
19.268,1.4845000000000002,2354.4,7.749499999999999,9.419,152.76,127.025,1.992,0.0,8.726,8.666,69.403,51.143,55.724999999999994,52.648,46.801,0.6265000000000001,3,100,0,130,1
19.2095,1.48,2353.6,7.751,9.414,152.73,127.05000000000001,1.992,0.0,8.717,8.656,69.6095,51.293,55.799,52.711,46.875,0.626,3,100,0,130,1
19.416,1.4925000000000002,2355.6,7.754,9.406,152.72,127.035,1.992,0.0,8.717,8.656,69.4705,51.285,55.8615,52.785,46.873,0.6265000000000001,3,100,0,130,1
19.441000000000003,1.5034999999999998,2358.0,7.764,9.405,152.7,127.005,1.977,0.0,8.717,8.656,69.523,51.341499999999996,55.918,52.863,46.949,0.637,3,100,0,130,1
19.6,1.5125,2351.8,7.756,9.402000000000001,152.68,126.95,1.977,0.0,8.71,8.649,69.79050000000001,51.422,55.994,52.867,46.92,0.6194999999999999,3,100,0,130,1
19.4825,1.5055,2353.4,7.7615,9.3955,152.69,127.03,1.969,0.0,8.707,8.649,69.7465,51.461,56.0565,52.941,47.0195,0.617,3,100,0,130,1
19.6535,1.519,2351.8,7.758,9.394,152.73,127.06,1.969,0.0,8.703,8.646,69.8245,51.5235,56.139,53.023,47.027,0.622,3,100,0,130,1
19.805,1.529,2353.0,7.759,9.391,152.79,127.08500000000001,1.969,0.0,8.7,8.644,69.7625,51.564499999999995,56.224999999999994,53.037,47.012,0.6285000000000001,3,100,0,130,1
19.61,1.512,2351.6,7.756,9.383,152.72,126.98,1.977,0.0,8.695,8.638,69.809,51.645,56.234,53.105,47.184,0.6325000000000001,3,100,0,130,1
19.5045,1.507,2352.0,7.7605,9.382,152.7,127.01,1.969,0.0,8.698,8.639,69.787,51.697,56.254,53.117,47.184,0.619,3,100,0,130,1
19.704500000000003,1.522,2351.8,7.756,9.379,152.68,126.98,1.977,0.0,8.696,8.637,69.6885,51.723,56.334,53.117,47.105,0.617,3,100,0,130,1
19.8655,1.5385,2353.6,7.759,9.374,152.81,127.11,1.992,0.0,8.698,8.638,69.79,51.793,56.400000000000006,53.211,47.121,0.622,3,100,0,130,1
19.5825,1.5114999999999998,2351.2,7.756,9.365,152.7,126.98,1.992,0.0,8.696,8.636,69.7715,51.793,56.42,53.285,47.289,0.6205,3,100,0,130,1
19.438499999999998,1.5065,2349.2,7.756,9.358,152.66,126.98,1.992,0.0,8.693,8.634,69.84899999999999,51.849500000000006,56.4765,53.33,47.371,0.6234999999999999,3,100,0,130,1
19.519,1.513,2347.6,7.756,9.354,152.65,126.96,1.992,0.0,8.691,8.631,69.82249999999999,51.875,56.5,53.324,47.367,0.632,3,100,0,130,1
20.1545,1.5635,2346.0,7.755,9.354,152.65,126.92,1.977,0.0,8.693,8.632,69.89699999999999,51.888999999999996,56.512,53.375,47.195,0.6325000000000001,3,100,0,130,1
19.683,1.528,2347.8,7.753,9.35,152.65,126.98,1.977,0.0,8.692,8.632,69.84049999999999,51.963,56.584,53.375,47.357,0.629,3,100,0,130,1
19.752000000000002,1.534,2347.6,7.756,9.343,152.62,126.93,1.977,0.0,8.69,8.63,69.884,51.9785,56.658,53.457,47.359,0.625,3,100,0,130,1
20.073999999999998,1.5605,2347.6,7.751,9.342,152.59,126.98,1.969,0.0,8.689,8.629,69.82499999999999,51.98,56.658,53.473,47.277,0.622,3,100,0,130,1
20.158,1.563,2347.6,7.7524999999999995,9.339,152.56,126.93,1.992,0.0,8.684,8.624,69.832,51.98,56.6795,53.516,47.291,0.6194999999999999,3,100,0,130,1
20.11,1.566,2344.0,7.752,9.339,152.49,126.9,1.992,0.0,8.678,8.618,69.92500000000001,52.0605,56.7285,53.512,47.293,0.6285000000000001,3,100,0,130,1
20.314,1.582,2344.4,7.7535,9.331,152.53,126.96,1.992,0.0,8.682,8.622,69.908,52.074,56.733999999999995,53.543,47.281,0.6265000000000001,3,100,0,130,1
20.485500000000002,1.5915,2345.6,7.751,9.332,152.54,126.94,1.977,0.0,8.683,8.624,69.898,52.055,56.742,53.551,47.207,0.632,3,100,0,130,1
19.4675,1.518,2345.6,7.758,9.334,152.52,126.93,1.977,0.0,8.683,8.625,69.84299999999999,52.07,56.754,53.633,47.531,0.6295,3,100,0,130,1
19.65,1.5285,2345.6,7.756,9.338,152.48,126.88,1.977,0.0,8.682,8.623,69.8945,52.123,56.76,53.551,47.492,0.623,3,100,0,130,1
19.993,1.556,2345.6,7.756,9.337,152.53,126.88,1.977,0.0,8.677,8.619,69.898,52.137,56.781,53.633,47.486000000000004,0.6285000000000001,3,100,0,130,1
20.189,1.5665,2345.2,7.751,9.3275,152.52,126.935,1.977,0.0,8.677,8.618,69.80250000000001,52.234,56.8555,53.635000000000005,47.445,0.621,3,100,0,130,1
19.576,1.5165,2343.6,7.749,9.327,152.46,126.89,1.992,0.0,8.675,8.616,69.8785,52.293,56.859,53.703,47.687,0.627,3,100,0,130,1
19.5395,1.504,2341.8,7.7524999999999995,9.326,152.48,126.88,1.977,0.0,8.67,8.613,69.9745,52.2715,56.881,53.7265,47.77,0.633,3,100,0,130,1
19.668999999999997,1.4875,2345.4,7.7535,9.33,152.42,126.78,1.977,0.0,8.668,8.611,69.82300000000001,52.3595,56.92,53.805,47.92,0.633,3,100,0,130,1
19.8615,1.4915,2344.0,7.751,9.329,152.4,126.78,1.977,0.0,8.67,8.613,69.797,52.408,56.9375,53.805,47.879000000000005,0.6265000000000001,3,100,0,130,1
21.0305,1.5785,2344.0,7.750500000000001,9.321,152.44,126.85,1.992,0.0,8.661,8.604,69.9145,52.49,56.988,53.969,47.695,0.6295,3,100,0,130,1
20.183999999999997,1.5205,2345.4,7.7535,9.321,152.43,126.77,2.0,0.0,8.658,8.6,69.8435,52.496,57.0,53.9765,47.951,0.627,3,100,0,130,1
20.0865,1.515,2344.6,7.7535,9.316,152.41,126.77,2.0,0.0,8.656,8.599,69.84049999999999,52.562,57.0135,54.047,48.0235,0.628,3,100,0,130,1
20.5925,1.548,2341.6,7.750500000000001,9.312,152.4,126.77,1.977,0.0,8.653,8.596,69.8475,52.652,57.0955,54.133,47.989999999999995,0.6355,3,100,0,130,1
20.683500000000002,1.553,2343.2,7.749499999999999,9.31,152.4,126.72,1.992,0.0,8.649,8.592,69.7695,52.6935,57.158,54.168,48.02,0.633,3,100,0,130,1
20.8555,1.5665,2341.8,7.747,9.307,152.34,126.73,1.977,0.0,8.648,8.591,69.763,52.7715,57.238,54.215,48.001999999999995,0.635,3,100,0,130,1
20.722,1.5550000000000002,2342.0,7.749,9.308,152.37,126.695,1.969,0.0,8.642,8.585,69.768,52.739999999999995,57.242,54.281,48.031,0.622,3,100,0,130,1
20.323500000000003,1.5175,2342.8,7.741,9.302,152.38,126.77,1.969,0.0,8.645,8.589,69.6825,52.836,57.256,54.289,48.256,0.6375,3,100,0,130,1
20.823999999999998,1.557,2343.3,7.738,9.299,152.38,126.75999999999999,1.969,0.0,8.642,8.585,69.721,52.83,57.283500000000004,54.371,48.16,0.631,3,100,0,130,1
20.951500000000003,1.5625,2343.4,7.741,9.299,152.38,126.73,1.953,0.0,8.639,8.583,69.643,52.865,57.3045,54.376999999999995,48.164,0.6375,3,100,0,130,1
20.6755,1.5455,2343.6,7.744,9.296,152.38,126.735,1.977,0.0,8.638,8.582,69.67699999999999,52.912,57.379000000000005,54.379,48.27,0.629,3,100,0,130,1
20.3535,1.5305,2343.4,7.741,9.294,152.4,126.77,1.969,0.0,8.639,8.583,69.6725,52.957,57.41,54.4335,48.322,0.63,3,100,0,130,1
20.3855,1.54,2343.4,7.746,9.289,152.37,126.7,1.953,0.0,8.639,8.583,69.583,52.971000000000004,57.492,54.445,48.27,0.6375,3,100,0,130,1
20.58,1.561,2345.8,7.741,9.291,152.41,126.75999999999999,1.977,0.0,8.637,8.579,69.616,52.965,57.488,54.455,48.254,0.624,3,100,0,130,1
21.09,1.5950000000000002,2343.0,7.745,9.286,152.38,126.75,1.977,0.0,8.634,8.577,69.737,52.989999999999995,57.501999999999995,54.527,48.138999999999996,0.6295,3,100,0,130,1
20.917,1.5795,2346.0,7.746,9.288,152.37,126.72,1.977,0.0,8.632,8.574,69.64150000000001,53.045,57.512,54.547,48.189,0.636,3,100,0,130,1
20.966,1.588,2346.8,7.748,9.284,152.34,126.69,1.977,0.0,8.632,8.575,69.643,53.037,57.513999999999996,54.535,48.174,0.638,3,100,0,130,1
21.0315,1.5915,2346.0,7.7455,9.28,152.33,126.66,1.969,0.0,8.631,8.5735,69.59299999999999,53.150000000000006,57.547,54.59,48.211,0.636,3,100,0,130,1
20.822499999999998,1.578,2348.0,7.749,9.281,152.35,126.72,1.969,0.0,8.63,8.573,69.608,53.117000000000004,57.5295,54.617,48.34,0.632,3,100,0,130,1
21.083,1.5905,2348.2,7.746,9.283,152.32,126.67,1.977,0.0,8.63,8.573,69.6035,53.150000000000006,57.570499999999996,54.621,48.27,0.635,3,100,0,130,1
20.7425,1.557,2350.0,7.749,9.2895,152.32,126.64,1.969,0.0,8.632,8.575,69.60499999999999,53.1835,57.572,54.699,48.428,0.6275,3,100,0,130,1
21.712,1.6165,2349.8,7.752,9.285,152.33,126.67,1.977,0.0,8.629,8.572,69.563,53.227,57.593999999999994,54.639,48.189,0.629,3,100,0,130,1
20.7205,1.5525,2349.8,7.7524999999999995,9.284,152.3,126.65,1.977,0.0,8.625,8.569,69.465,53.24,57.653999999999996,54.723,48.512,0.6245,3,100,0,130,1
20.0125,1.5185,2346.0,7.749,9.281,152.32,126.64,1.969,0.0,8.626,8.569,69.517,53.232,57.717,54.699,48.6055,0.628,3,100,0,130,1
19.7695,1.509,2346.4,7.744,9.274,152.32,126.65,1.977,0.0,8.62,8.564,69.57,53.297,57.762,54.734,48.683499999999995,0.631,3,100,0,130,1
19.801000000000002,1.5105,2343.8,7.747,9.276,152.27,126.63,1.977,0.0,8.618,8.561,69.6985,53.2635,57.758,54.766000000000005,48.744,0.6375,3,100,0,130,1
19.644,1.501,2341.4,7.743,9.268,152.27,126.63499999999999,1.992,0.0,8.616,8.559,69.605,53.382999999999996,57.758,54.742,48.760000000000005,0.643,3,100,0,130,1
19.6245,1.507,2340.2,7.743,9.259,152.27,126.61,1.992,0.0,8.613,8.552,69.65450000000001,53.3105,57.789,54.793,48.77,0.635,3,100,0,130,1
19.6465,1.517,2340.0,7.733499999999999,9.256,152.25,126.59,1.992,0.0,8.606,8.547,69.6625,53.379,57.83,54.887,48.812,0.6335,3,100,0,130,1
19.887999999999998,1.526,2339.8,7.739,9.256,152.25,126.53,2.0,0.0,8.611,8.552,69.786,53.388999999999996,57.842,54.887,48.7715,0.6365000000000001,3,100,0,130,1
19.7825,1.522,2340.0,7.739,9.261,152.27,126.57,2.0,0.0,8.608,8.552,69.7285,53.3985,57.8145,54.873000000000005,48.760000000000005,0.63,3,100,0,130,1
19.7105,1.5055,2339.0,7.743,9.258,152.23,126.54,1.977,0.0,8.611,8.552,69.7835,53.403999999999996,57.877,54.809,48.797,0.6445000000000001,3,100,0,130,1
19.7725,1.5205,2338.0,7.741,9.257,152.19,126.53,1.992,0.0,8.606,8.546,69.746,53.414,57.8965,54.891,48.848,0.6485000000000001,3,100,0,130,1
19.7675,1.504,2337.6,7.737,9.254,152.18,126.475,1.992,0.0,8.604,8.543,69.81899999999999,53.406,57.91,54.8945,48.863,0.634,3,100,0,130,1
20.36,1.543,2337.4,7.738,9.254,152.18,126.53,1.992,0.0,8.604,8.545,69.80000000000001,53.4765,57.953,54.891,48.766000000000005,0.64,3,100,0,130,1
19.891,1.5145,2337.6,7.734500000000001,9.252,152.14,126.44,1.977,0.0,8.601,8.543,69.64750000000001,53.527,57.9765,54.973,48.932,0.6395,3,100,0,130,1
20.293,1.533,2339.8,7.735,9.249,152.22,126.56,1.977,0.0,8.601,8.542,69.64750000000001,53.57,58.006,54.973,48.848,0.64,3,100,0,130,1
19.993000000000002,1.516,2339.6,7.735,9.249,152.19,126.545,1.992,0.0,8.601,8.543,69.6185,53.578,58.006,55.010000000000005,48.934,0.641,3,100,0,130,1
19.694000000000003,1.4985,2341.6,7.739,9.245,152.19,126.51,1.977,0.0,8.601,8.542,69.535,53.6035,58.02,55.039,49.012,0.6365000000000001,3,100,0,130,1
19.846,1.5145,2342.0,7.737,9.243,152.24,126.59,1.977,0.0,8.597,8.538,69.5935,53.576,58.033,55.059,49.010000000000005,0.6385000000000001,3,100,0,130,1
19.918,1.519,2340.8,7.739,9.252,152.08,126.45,1.977,0.0,8.601,8.541,69.6105,53.641,58.0725,55.07,49.02,0.638,3,100,0,130,1
20.307,1.543,2341.6,7.733499999999999,9.246,152.13,126.46,1.992,0.0,8.598,8.538,69.61449999999999,53.641,58.078,55.07,48.941,0.6385000000000001,3,100,0,130,1
20.172,1.527,2341.8,7.733,9.24,152.11,126.475,1.992,0.0,8.593,8.533,69.54750000000001,53.652,58.1035,55.141,49.031,0.632,3,100,0,130,1
20.239,1.5305,2339.8,7.736,9.239,152.13,126.49,1.977,0.0,8.592,8.533,69.549,53.664,58.1055,55.145,49.0215,0.645,3,100,0,130,1
20.060000000000002,1.5175,2337.4,7.734,9.2375,152.03,126.36,1.977,0.0,8.59,8.531,69.7465,53.746,58.1405,55.148,49.098,0.6375,3,100,0,130,1
19.994,1.5225,2337.8,7.733499999999999,9.233,152.05,126.35,1.969,0.0,8.587,8.528,69.73599999999999,53.703,58.158500000000004,55.223,49.102,0.64,3,100,0,130,1
19.8545,1.5245,2337.4,7.733,9.234,152.1,126.41,1.992,0.0,8.589,8.53,69.63550000000001,53.736000000000004,58.244,55.223,49.078,0.637,3,100,0,130,1
19.8285,1.5285,2336.2,7.7315000000000005,9.231,152.09,126.31,1.992,0.0,8.588,8.528,69.60650000000001,53.709,58.262,55.227,49.078,0.6385000000000001,3,100,0,130,1
19.7895,1.5245,2337.6,7.726,9.229,152.13,126.41,1.992,0.0,8.585,8.526,69.606,53.703,58.25,55.227,49.105,0.6445000000000001,3,100,0,130,1
19.675,1.524,2337.6,7.724,9.229,152.02,126.31,2.0,0.0,8.583,8.524,69.6155,53.707,58.263999999999996,55.227,49.105,0.628,3,100,0,130,1
19.602,1.5245,2334.0,7.726,9.229,152.02,126.34,1.992,0.0,8.583,8.524,69.72749999999999,53.75,58.275000000000006,55.227,49.113,0.636,3,100,0,130,1
19.597,1.523,2335.6,7.727,9.232,152.05,126.35,1.992,0.0,8.585,8.526,69.6955,53.781,58.277,55.227,49.113,0.633,3,100,0,130,1
19.61,1.522,2335.2,7.73,9.229,152.06,126.31,1.992,0.0,8.583,8.524,69.7485,53.793,58.289,55.227,49.105,0.6335,3,100,0,130,1
19.8105,1.54,2336.0,7.733,9.2315,152.08,126.33,2.0,0.0,8.582,8.524,69.6825,53.746,58.287,55.238,49.094,0.641,3,100,0,130,1
19.549,1.5185,2341.6,7.728,9.227,152.37,126.74,1.992,0.0,8.581,8.523,69.687,53.748000000000005,58.291,55.2735,49.184,0.6395,3,100,0,130,1
19.567,1.523,2335.8,7.7285,9.229,152.13,126.485,2.0,0.0,8.581,8.523,69.67500000000001,53.816,58.285,55.316,49.18,0.641,3,100,0,130,1
19.563,1.5219999999999998,2337.0,7.729,9.234,152.16,126.49,2.008,0.0,8.585,8.526,69.65299999999999,53.832,58.291,55.242,49.184,0.648,3,100,0,130,1
19.371000000000002,1.5085,2335.8,7.7315000000000005,9.23,152.09,126.43,2.008,0.0,8.583,8.526,69.6695,53.832,58.3335,55.238,49.1875,0.65,3,100,0,130,1
19.5785,1.522,2334.8,7.73,9.229,152.09,126.44,2.0,0.0,8.58,8.523,69.6725,53.832,58.355,55.242,49.191,0.6405000000000001,3,100,0,130,1
19.697499999999998,1.5305,2335.6,7.735,9.224,152.07,126.41,2.0,0.0,8.579,8.521,69.679,53.832,58.357,55.309,49.184,0.6415,3,100,0,130,1
19.6525,1.5274999999999999,2335.8,7.735,9.229,152.02,126.31,1.992,0.0,8.581,8.523,69.6315,53.83,58.344,55.3125,49.184,0.639,3,100,0,130,1
19.4805,1.5165,2336.4,7.734,9.231,152.03,126.36,1.992,0.0,8.581,8.523,69.7405,53.832,58.364999999999995,55.309,49.184,0.637,3,100,0,130,1
19.8095,1.5405,2336.0,7.736,9.225,152.07,126.36,2.0,0.0,8.58,8.521,69.72999999999999,53.828,58.359,55.398,49.191,0.6345000000000001,3,100,0,130,1
19.683999999999997,1.536,2335.8,7.733,9.226,152.02,126.28999999999999,2.0,0.0,8.578,8.517,69.6625,53.832,58.385000000000005,55.398,49.199,0.639,3,100,0,130,1
19.616999999999997,1.5255,2335.8,7.733,9.222,152.14,126.47,1.992,0.0,8.577,8.516,69.8185,53.875,58.3985,55.318,49.203,0.6365000000000001,3,100,0,130,1
19.591,1.531,2337.6,7.734500000000001,9.224,152.13,126.47,2.0,0.0,8.58,8.519,69.6355,53.8965,58.443,55.371,49.211,0.635,3,100,0,130,1
19.625,1.532,2337.6,7.733499999999999,9.225,152.1,126.41,2.0,0.0,8.579,8.519,69.7055,53.84,58.418000000000006,55.391,49.207,0.6335,3,100,0,130,1
19.587,1.5274999999999999,2337.8,7.732,9.226,152.09,126.36,1.992,0.0,8.577,8.519,69.5895,53.912,58.4295,55.32,49.223,0.636,3,100,0,130,1
19.6495,1.5365,2335.4,7.7325,9.224,152.08,126.34,2.0,0.0,8.575,8.515,69.6405,53.91,58.447,55.3945,49.219,0.6445000000000001,3,100,0,130,1
19.6515,1.538,2335.6,7.731,9.225,152.06,126.35,1.992,0.0,8.575,8.517,69.638,53.91,58.451,55.391,49.211,0.638,3,100,0,130,1
19.722,1.5445,2337.8,7.734500000000001,9.224,152.14,126.5,1.969,0.0,8.575,8.516,69.735,53.908,58.5135,55.402,49.203,0.645,3,100,0,130,1
19.7905,1.552,2333.8,7.733,9.218,152.0,126.33500000000001,1.992,0.0,8.573,8.515,69.652,53.91,58.502,55.391,49.191,0.639,3,100,0,130,1
19.523,1.527,2334.2,7.733,9.221,152.05,126.34,1.992,0.0,8.573,8.515,69.727,53.908,58.518,55.391,49.219,0.6505000000000001,3,100,0,130,1
19.7155,1.539,2333.8,7.731,9.219,152.01,126.31,2.0,0.0,8.569,8.512,69.769,53.914,58.512,55.455,49.254000000000005,0.6565000000000001,3,100,0,130,1
19.643,1.533,2333.6,7.734500000000001,9.22,151.99,126.31,2.0,0.0,8.571,8.512,69.6505,53.94499999999999,58.52,55.449,49.27,0.6425000000000001,3,100,0,130,1
19.761,1.5434999999999999,2333.8,7.736,9.218,152.02,126.28999999999999,1.992,0.0,8.573,8.514,69.821,53.995999999999995,58.531,55.437,49.23,0.641,3,100,0,130,1
19.758,1.5465,2336.0,7.736,9.219,152.03,126.34,1.992,0.0,8.572,8.512,69.5895,53.951,58.5215,55.473,49.27,0.65,3,100,0,130,1
19.639499999999998,1.5325,2332.4,7.734500000000001,9.217,152.0,126.3,2.0,0.0,8.572,8.511,69.762,53.922,58.506,55.467,49.275000000000006,0.642,3,100,0,130,1
19.75,1.541,2335.0,7.736,9.22,152.03,126.31,1.992,0.0,8.572,8.512,69.7185,53.953,58.5215,55.437,49.242,0.6455,3,100,0,130,1
19.8035,1.547,2333.8,7.732,9.214,152.0,126.26,2.0,0.0,8.571,8.512,69.815,53.951499999999996,58.516,55.467,49.246,0.637,3,100,0,130,1
19.692999999999998,1.541,2334.0,7.734,9.214,151.98,126.3,1.977,0.0,8.566,8.507,69.72999999999999,53.912,58.518,55.484,49.273,0.6385000000000001,3,100,0,130,1
19.594,1.5375,2334.6,7.733,9.217,151.99,126.28,1.977,0.0,8.569,8.509,69.61,54.0,58.523,55.484,49.355,0.6395,3,100,0,130,1
19.796999999999997,1.55,2334.0,7.7355,9.218,152.0,126.31,1.977,0.0,8.571,8.509,69.673,54.001999999999995,58.527,55.477,49.23,0.643,3,100,0,130,1
